comp_name,comp_type,comp_size,region,city,Salary,contract,exper,gender
مركز التوحد الأول بجدة,Private company,Medium class A,makkah,JEDDAH...,4000,Full Time,2,F
شركة رفا الطبية (شركة شخص واحد),Private company,Small class B,Riyadh,AR RIYADH...,5500,Full Time,2,F
مصنع احمد محمد الابرص للصناعة,Private company,Medium class A,makkah,JEDDAH...,4026,Remote work,0,both
شركة الخلية المتحدة لمكافحة الحشرات,Private company,Medium class B,almintaqat alsharqia,AD DAMMAM...,5000,Full Time,2,F
صالون براءة جودي للحلاقة,Private company,Small class B,Al-Qassim,AR RASS...,4000,Remote work,0,F
شركة أنجال العروبة المحدودة,Private company,Small class B,makkah,JEDDAH...,4500,Full Time,2,M
شركة الخلية المتحدة لمكافحة الحشرات,Private company,Medium class B,almintaqat alsharqia,AD DAMMAM...,5000,Full Time,2,F
مؤسسة محمد الشعيبي للتجارة,Private company,Small class A,almintaqat alsharqia,AD DAMMAM...,4500,Full Time,0,M
مؤسسة عمر بن علي بن ظافر القحطاني للخردة والسكراب,Private company,Small class A,Asir,AHAD RIFA...,5500,Full Time,0,F
مؤسسة فول كروم للمقاولات العامة,Private company,Small class A,almintaqat alsharqia,AL JUBAIL...,4300,Full Time,2,F
مؤسسة جيل طيبة للمقاولات,Private company,Small class B,almadinat almunawara,AL MADINA...,4000,Full Time,2,M
شركة لؤلؤة الغربية التجارية (شركة شخص واحد),Private company,Small class A,makkah,JEDDAH...,7000,Full Time,2,both
مؤسسة تحدي السباق للمعدات الرياضية,Private company,Small class B,makkah,JEDDAH...,4500,Full Time,2,M
محل مفلح علي سعيد القحطاني لتأجير لوازم المناسبات,Private company,Small class B,Asir,KHAMIS MU...,4000,Full Time,0,F
شركة على الكيف للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,both
شركة الرعاية الموثوقة الطبية شركة شخص واحد,Private company,Small class B,Riyadh,AR RIYADH...,12000,Full Time,4,both
شركة حصيف للمحاماة والاستشارات القانونية شركة شخص واحد,Private company,Small class B,Riyadh,AR RIYADH...,4014,Full Time,0,F
شركة عبدالله محمد اليوسف للمقاولات,Private company,Medium class C,almintaqat alsharqia,AL KHUBAR...,4000,Full Time,0,M
شركة عبدالله محمد اليوسف للمقاولات,Private company,Medium class C,almintaqat alsharqia,AL KHUBAR...,4000,Full Time,0,M
شركة عبدالله محمد اليوسف للمقاولات,Private company,Medium class C,almintaqat alsharqia,AL KHUBAR...,4000,Full Time,0,M
شركة شبلا للحراسات الامنية شركة شخص واحد,Private company,Great,Jazan,JIZAN...,3640,Full Time,0,M
شركة افنسبل سولوشنس لتقنية نظم المعلومات ـ شركة شخص واحد,Private company,Small class B,makkah,JEDDAH...,4500,Full Time,0,both
شركة البكر عبدالله العوبثاني للتجارة,Private company,Medium class B,Riyadh,AR RIYADH...,4000,Full Time,0,both
مطعم بحر الامانة لتقديم الوجبات,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,F
مؤسسة علي عبدالله محمد النخلي لتقديم المشروبات,Private company,Small class A,almadinat almunawara,AL MADINA...,4000,Remote work,0,F
مطعم بحر الامانة لتقديم الوجبات,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,F
مؤسسة ناجز لخدمات الأعمال,Private company,Small class B,Asir,AL HIFAH...,4001,Full Time,0,M
مكتب وليد محمد البسام للاستشارات الهندسيه,Private company,Small class A,Riyadh,AR RIYADH...,5000,Full Time,4,both
شركة جو الثالث عشر للاتصالات و تقنية المعلومات,Private company,Small class B,Riyadh,ABA ASLAB...,5550,Full Time,0,both
فرع شركة بريميتالز تكنولوجيز العربية السعودية جي إم بي إتش,Private company,Small class B,almintaqat alsharqia,AL JUBAIL...,4500,Full Time,2,M
شركة أطلال الجزيره للمقاولات,Private company,Medium class A,Riyadh,AR RIYADH...,5000,Full Time,2,F
شركة الإمدادات التعاونية,Private company,Medium class A,Riyadh,AR RIYADH...,5500,Full Time,0,F
مؤسسة الأداء الذكي لخدمات السيارات,Private company,Small class B,makkah,JEDDAH...,5000,Full Time,2,M
شركة التقدم الذهبية للتجارة (شركة شخص واحد),Private company,Small class A,makkah,JEDDAH...,6000,Full Time,2,M
مؤسسة المربع الذهبي للوجبات السريعة,Private company,Small class B,almintaqat alsharqia,AL KHUBAR...,4000,Full Time,0,F
مؤسسة محمد علي محمد الشرمان القحطاني للنقليات,Private company,Small class B,Asir,KHAMIS MU...,4000,Full Time,0,M
مؤسسة الشمالي لقطع غيار السيارات,Private company,Small class B,Tabuk,ABA AL QI...,3300,Full Time,2,M
شركة محمد عمر بالخير للتجارة,Private company,Small class B,makkah,JEDDAH...,4000,Full Time,0,M
شركة محمد عمر بالخير للتجارة,Private company,Small class B,makkah,GHITHAH...,4000,Full Time,0,M
شركة الاقبال لتصنيع المواد العاكسه,Private company,Medium class A,Riyadh,AR RIYADH...,4000,Full Time,0,M
شركة مجموعة البركات المحدوده,Private company,Medium class B,Riyadh,AR RIYADH...,5500,Full Time,2,both
مطعم ليفي لتقديم الوجبات,Private company,Small class A,almintaqat alsharqia,ABRAQIYAH...,4000,Full Time,0,both
مؤسسة انيسة القصيم التجارية,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,2,both
شركة تيم واي للمقاولات  شركة شخص واحد,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,2,F
ورشة سيارات علي محمد علي الشرمان,Private company,Small class A,Asir,KHAMIS MU...,5200,Full Time,0,M
فرع مؤسسة علي محمد القحطاني للنقل .,Private company,Small class B,Asir,KHAMIS MU...,5500,Full Time,0,M
مؤسسة ماجد سهيل محمد العتيبي للكماليات,Private company,Small class B,Al-Baha,AL BAHA...,4000,Full Time,2,F
مؤسسة لول التجارية,Private company,Small class B,Al-Qassim,UNAYZAH...,4000,Full Time,2,M
مؤسسة محمد علي محمد الشرمان القحطاني للنقليات,Private company,Small class B,Asir,KHAMIS MU...,4000,Full Time,0,F
شركة تيم واي للمقاولات  شركة شخص واحد,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,0,F
شركة أليفة للتجارة,Private company,Medium class B,Riyadh,AR RIYADH...,6000,Full Time,0,both
شركة مجموعة شركات الحمراني القابضة,Private company,Small class B,makkah,JEDDAH...,5000,Full Time,0,F
شركة الخريف لتقنية المياه والطاقة شركة مساهمة عامة,Private company,Giant,Riyadh,AR RIYADH...,5483,Full Time,2,both
مكتب المحامى سالم الشمرى للمحاماه والاستشارات القانونيه,Private company,Small class A,almintaqat alsharqia,AL 'AZIZI...,4000,Full Time,2,both
شركة صقور العرب للمقاولات العامة,Private company,Small class B,Riyadh,AR RIYADH...,5700,Full Time,0,M
شركة صقور العرب للمقاولات العامة,Private company,Small class B,Riyadh,AR RIYADH...,5700,Full Time,0,M
شركة صقور العرب للمقاولات العامة,Private company,Small class B,Riyadh,AR RIYADH...,5700,Full Time,0,M
مصنع سليكات الصوديوم فرع شركة عدوان للصناعات الكيماويه,Private company,Medium class C,almintaqat alsharqia,ABRAQIYAH...,5625,Full Time,0,both
مصنع سليكات الصوديوم فرع شركة عدوان للصناعات الكيماويه,Private company,Medium class C,almintaqat alsharqia,ABRAQIYAH...,6250,Full Time,4,both
شركة ران العربية للمقاولات,Private company,Medium class C,Riyadh,AL KHARJ...,8000,Full Time,4,both
مؤسسة الورد المنسوج التجارية,Private company,Small class B,almintaqat alsharqia,AL 'AZIZI...,5500,Full Time,0,F
مؤسسة الرابعة فجرا التجارية,Private company,Small class A,almintaqat alsharqia,AD DAMMAM...,5500,Full Time,0,M
مؤسسة الرابعة فجرا التجارية,Private company,Small class A,almintaqat alsharqia,AD DAMMAM...,5500,Full Time,0,F
مؤسسة مستطيل واحد التجارية,Private company,Small class A,Riyadh,ABA ASLAB...,4061,Remote work,2,both
شركة اوبي للاستثمار,Private company,Small class B,Riyadh,AR RIYADH...,10000,Full Time,2,both
شركة اوبي للاستثمار,Private company,Small class B,Riyadh,AR RIYADH...,10000,Full Time,2,F
شركة اوبي للاستثمار,Private company,Small class B,Riyadh,AR RIYADH...,11000,Full Time,2,M
شركة اوبي للاستثمار,Private company,Small class B,Riyadh,AR RIYADH...,6000,Full Time,2,M
مكتب انجازك الأمثل للاستشارات الهندسية,Private company,Small class B,makkah,JEDDAH...,7000,Full Time,0,F
مصنع الشركة العربية للغازات الصناعية,Private company,Small class B,Riyadh,AL KHARJ...,6000,Remote work,2,F
شركة الجودة للوجبات السريعة,Private company,Small class B,Riyadh,AR RIYADH...,4500,Full Time,0,both
شركة ابات للتطوير العقاري (شركة شخص واحد),Private company,Small class A,Riyadh,AR RIYADH...,20000,Full Time,4,M
شركه مؤسسه الخيرات للتجاره والمقاولات المحدوده,Private company,Medium class B,makkah,JEDDAH...,6000,Full Time,2,F
مؤسسة عبدالله معيلي عليان السهلي للمقاولات,Private company,Small class B,makkah,JEDDAH...,6000,Full Time,0,M
خطاط اناقة الخطوط للخط والرسم,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,5500,Full Time,0,M
شركة لؤلؤة الغربية التجارية (شركة شخص واحد),Private company,Small class A,makkah,JEDDAH...,6000,Full Time,2,both
شركة لؤلؤة الغربية التجارية (شركة شخص واحد),Private company,Small class A,makkah,JEDDAH...,4000,Full Time,2,both
شركة لؤلؤة الغربية التجارية (شركة شخص واحد),Private company,Small class A,makkah,JEDDAH...,4000,Full Time,2,both
شركة لؤلؤة الغربية التجارية (شركة شخص واحد),Private company,Small class A,makkah,JEDDAH...,5000,Full Time,2,both
مركز لتين الطفوله ضيافة الأطفال الأهلية,Private company,Small class A,Riyadh,AN NADHIM...,8000,Full Time,0,F
مركز لتين الطفوله ضيافة الأطفال الأهلية,Private company,Small class A,Riyadh,AL HAIR...,8000,Full Time,0,F
مؤسسة جيل طيبة للمقاولات,Private company,Small class B,almadinat almunawara,AL MADINA...,4000,Full Time,2,M
شركة عبدالله محمد اليوسف للمقاولات,Private company,Medium class C,almintaqat alsharqia,AL KHUBAR...,4000,Full Time,0,M
مصنع مكسرات مرح للصناعات الغذائية,Private company,Small class B,Asir,ABRAQ AN ...,4000,Full Time,0,F
شركة صهاريج الصحاري المحدوده شركة شخص واحد,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,6000,Full Time,2,M
مجموعة الفكرة الرائعة للتطوير والإستثمار التجاري شركة شخص وا,Private company,Small class A,almintaqat alsharqia,AD DAMMAM...,3200,Full Time,0,F
شركة الخبير التربوي للتدريب,Private company,Small class B,almadinat almunawara,AL MADINA...,4000,Full Time,2,F
مؤسسة روائع الكون للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,5000,Full Time,0,F
مقهى كالفن لتقديم المشروبات,Private company,Small class B,Riyadh,AR RIYADH...,5000,Full Time,0,F
شركة اجيالكم التعليميه,Private company,Small class B,Riyadh,AFIF...,5000,Full Time,0,M
جمعية خيرية للخدمات الصحية,Private company,Medium class A,Al-Baha,AL BAHA...,4000,Full Time,0,F
شركة النقطة الرئيسية للاستشارات المحاسبية,Private company,Small class A,almintaqat alsharqia,AL KHUBAR...,6000,Full Time,0,both
مؤسسة الروشنة للعطور,Private company,Small class A,almintaqat alsharqia,AL HUFUF...,6000,Full Time,0,F
مصنع عمر بن عبدالله بن محمد الغامدي للمنتجات الغذائية,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,4000,Full Time,2,both
مصنع عمر بن عبدالله بن محمد الغامدي للمنتجات الغذائية,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,4000,Full Time,0,both
